Year,Chart,Artist,Song,Genre Combined,Genre 1,Genre 2,Genre 3,Word count,Unique Word Count,Cluster k3,Cluster k4,Cluster k5
2013,72,Hunter Hayes,I Want Crazy,contemporary country country country road,contemporary country, country, country road,492,144,2,3,2
2013,73,Ylvis,The Fox (What Does the Fox Say?),comic,comic,,,418,138,2,0,2
2013,74,One Direction,Best Song Ever,boy band pop post-teen pop,boy band, pop, post-teen pop,478,89,2,3,2
2013,75,Ed Sheeran,The A Team,pop uk pop,pop, uk pop,,372,130,2,0,1
2013,76,Fun,Carry On,baroque pop metropopolis modern rock,baroque pop, metropopolis, modern rock,352,153,2,0,1
2013,77,Tim McGraw featuring Taylor Swift and Keith Urban,Highway Don't Care,contemporary country country country road,contemporary country, country, country road,537,106,2,3,2
2013,78,Luke Bryan,That's My Kind of Night,contemporary country country country road,contemporary country, country, country road,423,141,2,0,2
2013,79,Kendrick Lamar,Swimming Pools (Drank),conscious hip hop hip hop rap,conscious hip hop, hip hop, rap,943,295,1,1,0
2013,80,Blake Shelton,Sure Be Cool If You Did,contemporary country country country road,contemporary country, country, country road,396,130,2,0,2
2013,81,Mariah Carey featuring Miguel,#Beautiful,dance pop pop r&b,dance pop, pop, r&b,288,93,0,0,1
2013,82,Olly Murs featuring Flo Rida,Troublemaker,dance pop pop pop dance,dance pop, pop, pop dance,520,153,2,3,2
2013,83,Ciara,Body Party,dance pop hip pop pop,dance pop, hip pop, pop,404,105,2,0,2
2013,84,Miguel,Adorn,dance pop pop r&b,dance pop, pop, r&b,394,100,2,0,2
2013,85,The Script featuring will.i.am,Hall of Fame,dance pop pop pop rap,dance pop, pop, pop rap,521,118,2,3,2
2013,86,Ne Yo,Let Me Love You (Until You Learn to Love Yourself),dance pop pop urban contemporary,dance pop, pop, urban contemporary,452,90,2,0,2
2013,87,Rocko featuring Future and Rick Ross,U.O.E.N.O.,dirty south rap gangster rap hip hop,dirty south rap, gangster rap, hip hop,708,211,1,3,3
2013,88,Emeli Sandé,Next to Me,dance pop neo soul pop,dance pop, neo soul, pop,306,100,0,0,1
2013,89,Miranda Lambert,Mama's Broken Heart,contemporary country country country dawn,contemporary country, country, country dawn,356,160,2,0,1
2013,90,Thomas Rhett,It Goes Like This,contemporary country country country road,contemporary country, country, country road,329,94,0,0,1
2013,91,Ace Hood featuring Future and Rick Ross,Bugatti,dirty south rap gangster rap hip hop,dirty south rap, gangster rap, hip hop,697,265,1,3,3
2013,92,Hunter Hayes,Wanted,contemporary country country country road,contemporary country, country, country road,318,91,0,0,1
2013,93,Lady Antebellum,Downtown,contemporary country country country dawn,contemporary country, country, country dawn,389,131,2,0,2
2013,94,Florida Georgia Line,Get Your Shine On,contemporary country country country pop,contemporary country, country, country pop,306,96,0,0,1
2013,95,will.i.am featuring Justin Bieber,#thatPower,,,,,453,127,2,0,2
2013,96,Sara Bareilles,Brave,acoustic pop hollywood lilith,acoustic pop, hollywood, lilith,425,121,2,0,2
2013,97,Passenger,Let Her Go,folk-pop neo mellow,folk-pop, neo mellow,,426,84,2,0,2
2013,98,Randy Houser,Runnin' Outta Moonlight,contemporary country country country road,contemporary country, country, country road,432,127,2,0,2
2013,99,2 Chainz,I'm Different,atl hip hop gangster rap hip hop,atl hip hop, gangster rap, hip hop,677,171,1,3,3
2013,100,Paramore,Still Into You,candy pop pixie pop emo,candy pop, pixie, pop emo,368,105,2,0,1
2014,1,Pharrell Williams,Happy,hip hop pop pop rap,hip hop, pop, pop rap,529,88,2,3,2
2014,2,Katy Perry featuring Juicy J,Dark Horse,crunk dirty south rap gangster rap,crunk, dirty south rap, gangster rap,329,102,0,0,1
2014,3,John Legend,All of Me,neo soul pop pop soul,neo soul, pop, pop soul,392,106,2,0,2
2014,4,Iggy Azalea featuring Charli XCX,Fancy,,,,,81,62,0,2,4
2014,5,OneRepublic,Counting Stars,piano rock pop,piano rock, pop,,584,102,2,3,3
2014,6,Jason Derulo featuring 2 Chainz,Talk Dirty,atl hip hop gangster rap hip hop,atl hip hop, gangster rap, hip hop,434,144,2,0,2
2014,7,Magic!,Rude,reggae fusion,reggae fusion,,,439,114,2,0,2
2014,8,Meghan Trainor,All About That Bass,dance pop hip pop pop,dance pop, hip pop, pop,491,122,2,3,2
2014,9,Ariana Grande featuring Iggy Azalea,Problem,dance pop pop,dance pop, pop,,616,147,2,3,3
2014,10,Sam Smith,Stay with Me,pop uk pop,pop, uk pop,,199,71,0,2,4
2014,11,Pitbull featuring Kesha,Timber,dance pop pop post-teen pop,dance pop, pop, post-teen pop,502,111,2,3,2
2014,12,Bastille,Pompeii,metropopolis modern rock pop,metropopolis, modern rock, pop,394,85,2,0,2
2014,13,Taylor Swift,Shake It Off,pop,pop,,,655,116,1,3,3
2014,14,Nico & Vinz,Am I Wrong,pop rap,pop rap,,,538,108,2,3,2
2014,15,DJ Snake and Lil Jon,Turn Down for What,atl hip hop crunk dance pop,atl hip hop, crunk, dance pop,130,14,0,2,4
2014,16,Eminem featuring Rihanna,The Monster,,,,,711,265,1,1,3
2014,17,A Great Big World and Christina Aguilera,Say Something,alternative emo brooklyn indie dreamo,alternative emo, brooklyn indie, dreamo,160,54,0,2,4
2014,18,Lorde,Team,art pop metropopolis nz pop,art pop, metropopolis, nz pop,408,136,2,0,2
2014,19,Passenger,Let Her Go,folk-pop neo mellow,folk-pop, neo mellow,,426,84,2,0,2
2014,20,Lorde,Royals,art pop metropopolis nz pop,art pop, metropopolis, nz pop,435,138,2,0,2
2014,21,Idina Menzel,Let It Go,hollywood show tunes,hollywood, show tunes,,298,133,0,0,1
2014,22,Avicii,Wake Me Up,dance pop edm pop,dance pop, edm, pop,216,90,0,2,4
2014,23,Imagine Dragons,Demons,modern rock rock,modern rock, rock,,354,119,2,0,1
2014,24,One Direction,Story of My Life,boy band pop post-teen pop,boy band, pop, post-teen pop,397,113,2,0,2
2014,25,Sia,Chandelier,australian dance australian pop dance pop,australian dance, australian pop, dance pop,426,94,2,0,2
2014,26,Iggy Azalea featuring Rita Ora,Black Widow,australian hip hop dance pop hip pop,australian hip hop, dance pop, hip pop,603,183,2,3,3
2014,27,"Jessie J, Ariana Grande and Nicki Minaj",Bang Bang,dance pop pop pop rap,dance pop, pop, pop rap,658,177,1,3,3
2014,28,Disclosure featuring Sam Smith,Latch,edm house pop,edm, house, pop,329,82,0,0,1
2014,29,Maroon 5,Maps,pop,pop,,,485,102,2,3,2
2014,30,Chris Brown featuring Lil Wayne and French Montana or Too Short or Tyga,Loyal,gangster rap hip hop pop rap,gangster rap, hip hop, pop rap,743,203,1,1,3
2014,31,American Authors,Best Day of My Life,indie poptimism modern rock pop rock,indie poptimism, modern rock, pop rock,429,101,2,0,2
2014,32,Tove Lo,Habits (Stay High),dance pop electropop metropopolis,dance pop, electropop, metropopolis,427,116,2,0,2
2014,33,Calvin Harris,Summer,dance pop edm electro house,dance pop, edm, electro house,139,47,0,2,4
2014,34,Charli XCX,Boom Clap,art pop candy pop dance pop,art pop, candy pop, dance pop,394,91,2,0,2
2014,35,Beyonce featuring Jay Z,Drunk in Love,,,,,687,240,1,3,3
2014,36,Nicki Minaj,Anaconda,dance pop hip pop pop,dance pop, hip pop, pop,802,200,1,1,3
2014,37,Ariana Grande featuring Zedd,Break Free,dance pop pop,dance pop, pop,,372,97,2,0,1
2014,38,Enrique Iglesias featuring Descemer Bueno and Gente de Zona,Bailando,latin pop mexican pop,latin pop, mexican pop,,456,117,2,0,2
2014,39,Ellie Goulding,Burn,dance pop edm electropop,dance pop, edm, electropop,563,94,2,3,2
2014,40,Jason Derulo featuring Snoop Dogg,Wiggle,dance pop edm pop,dance pop, edm, pop,506,166,2,3,2
2014,41,Clean Bandit featuring Jess Glynne,Rather Be,,,,,492,111,2,3,2
2014,42,Jeremih featuring YG,Don't Tell 'Em,cali rap gangster rap hip hop,cali rap, gangster rap, hip hop,892,193,1,1,0
2014,43,Kid Ink featuring Chris Brown,Show Me,dance pop pop rap rap,dance pop, pop rap, rap,748,169,1,1,3
2014,44,Miley Cyrus,Wrecking Ball,pop,pop,,,352,100,2,0,1
2014,45,Justin Timberlake,Not a Bad Thing,dance pop pop,dance pop, pop,,511,131,2,3,2
2014,46,Katy Perry,Roar,dance pop pop,dance pop, pop,,473,95,2,3,2
2014,47,Paramore,Ain't It Fun,candy pop pixie pop emo,candy pop, pixie, pop emo,670,105,1,3,3
2014,48,Aloe Blacc,The Man,neo soul pop soul r&b,neo soul, pop soul, r&b,631,128,2,3,3
2014,49,Florida Georgia Line featuring Luke Bryan,This Is How We Roll,contemporary country country country pop,contemporary country, country, country pop,513,180,2,3,2
2014,50,MKTO,Classic,dance pop pop pop rap,dance pop, pop, pop rap,505,161,2,3,2
2014,51,Coldplay,A Sky Full of Stars,permanent wave pop,permanent wave, pop,,215,54,0,2,4
2014,52,Ed Sheeran,Don't,pop uk pop,pop, uk pop,,648,220,1,3,3
2014,53,Trey Songz,Na Na,dance pop hip pop pop,dance pop, hip pop, pop,600,110,2,3,3
2014,54,Bobby Shmurda,Hot Boy,nyc rap pop rap rap,nyc rap, pop rap, rap,216,106,0,2,4
2014,55,Drake featuring Majid Jordan,"Hold On, We're Going Home",,,,,343,59,0,0,1
2014,56,Ed Sheeran,Sing,pop uk pop,pop, uk pop,,669,180,1,3,3
2014,57,Imagine Dragons,Radioactive,modern rock rock,modern rock, rock,,262,75,0,2,1
2014,58,YG featuring Jeezy and Rich Homie Quan,My Hitta,cali rap gangster rap hip hop,cali rap, gangster rap, hip hop,771,185,1,1,3
2014,59,Echosmith,Cool Kids,indie poptimism pop rock,indie poptimism, pop rock,,315,79,0,0,1
2014,60,Avicii,Hey Brother,dance pop edm pop,dance pop, edm, pop,218,59,0,2,4
2014,61,Jason Derulo,Trumpets,dance pop edm pop,dance pop, edm, pop,437,76,2,0,2
2014,62,Maroon 5,Animals,pop,pop,,,571,115,2,3,2
2014,63,Jason Aldean,Burnin' It Down,contemporary country country country road,contemporary country, country, country road,491,115,2,3,2
2014,64,Luke Bryan,Play It Again,contemporary country country country road,contemporary country, country, country road,476,152,2,3,2
2014,65,Tinashe featuring ScHoolboy Q,2 On,gangster rap hip hop pop rap,gangster rap, hip hop, pop rap,611,174,2,3,3
2014,66,Florida Georgia Line,Dirt,contemporary country country country pop,contemporary country, country, country pop,554,183,2,3,2
2014,67,OneRepublic,Love Runs Out,piano rock pop,piano rock, pop,,504,117,2,3,2
2014,68,Brantley Gilbert,Bottoms Up,contemporary country country country road,contemporary country, country, country road,459,134,2,0,2
2014,69,Becky G,Shower,dance pop latin pop latin viral pop,dance pop, latin pop, latin viral pop,508,134,2,3,2
2014,70,Rixton,Me and My Broken Heart,dance pop pop pop rock,dance pop, pop, pop rock,438,88,2,0,2
2014,71,Martin Garrix,Animals,dance pop dutch edm edm,dance pop, dutch edm, edm,12,6,0,2,4
2014,72,Rich Gang featuring Young Thug and Rich Homie Quan,Lifestyle,atl hip hop atl trap gangster rap,atl hip hop, atl trap, gangster rap,1023,309,1,1,0
2014,73,Kenny Chesney,American Kids,contemporary country country country road,contemporary country, country, country road,353,149,2,0,1
2014,74,Sara Bareilles,Brave,acoustic pop hollywood lilith,acoustic pop, hollywood, lilith,425,121,2,0,2
2014,75,The Neighbourhood,Sweater Weather,modern alternative rock modern rock pop,modern alternative rock, modern rock, pop,364,134,2,0,1
2014,76,Sam Hunt,Leave the Night On,contemporary country country country pop,contemporary country, country, country pop,457,151,2,0,2
2014,77,Chris Brown featuring Usher and Rick Ross,New Flame,dirty south rap gangster rap hip hop,dirty south rap, gangster rap, hip hop,693,184,1,3,3
2014,78,Michael Jackson and Justin Timberlake,Love Never Felt So Good,dance pop pop,dance pop, pop,,400,67,2,0,2
2014,79,Dierks Bentley,Drunk on a Plane,contemporary country country country road,contemporary country, country, country road,447,157,2,0,2
2014,80,Katy Perry,Birthday,dance pop pop,dance pop, pop,,453,117,2,0,2
2014,81,Lady Antebellum,Bartender,contemporary country country country dawn,contemporary country, country, country dawn,357,145,2,0,1
2014,82,Naughty Boy featuring Sam Smith,La La La,dance pop uk contemporary r&b,dance pop, uk contemporary r&b,,608,86,2,3,3
2014,83,Robin Thicke featuring T.I. and Pharrell Williams,Blurred Lines,contemporary r&b dance pop hip pop,contemporary r&b, dance pop, hip pop,823,206,1,1,0
2014,84,Lady Gaga featuring R. Kelly,Do What U Want,,,,,642,145,1,3,3
2014,85,Shakira featuring Rihanna,Can't Remember to Forget You,colombian pop dance pop latin pop,colombian pop, dance pop, latin pop,357,97,2,0,1
2014,86,5 Seconds of Summer,Amnesia,boy band dance pop pop,boy band, dance pop, pop,513,163,2,3,2
2014,87,T.I. featuring Iggy Azalea,No Mediocre,australian hip hop dance pop hip pop,australian hip hop, dance pop, hip pop,792,255,1,1,0
2014,88,KONGOS,Come with Me Now,modern alternative rock modern blues rock modern rock,modern alternative rock, modern blues rock, modern rock,353,93,2,0,1
2014,89,Lil Wayne featuring Drake,Believe Me,,,,,998,328,1,1,0
2014,90,"Mike WiLL Made It featuring Miley Cyrus, Wiz Khalifa, and Juicy J",23,atl hip hop pop rap rap,atl hip hop, pop rap, rap,770,198,1,1,3
2014,91,Jake Owen,Beachin',contemporary country country country road,contemporary country, country, country road,304,130,0,0,1
2014,92,Macklemore & Ryan Lewis featuring ScHoolboy Q and Hollis,White Walls,dance pop pop pop rap,dance pop, pop, pop rap,717,304,1,1,3
2014,93,5 Seconds of Summer,She Looks So Perfect,boy band dance pop pop,boy band, dance pop, pop,346,110,2,0,1
2014,94,Zedd featuring Hayley Williams,Stay the Night,complextro dance pop edm,complextro, dance pop, edm,361,77,2,0,1
2014,95,Beyonce,Partition,dance pop pop r&b,dance pop, pop, r&b,746,247,1,1,3
2014,96,ScHoolboy Q featuring BJ the Chicago Kid,Studio,alternative r&b chicago rap hip hop,alternative r&b, chicago rap, hip hop,603,159,2,3,3
2014,97,Drake,0 to 100 / The Catch Up,canadian hip hop canadian pop hip hop,canadian hip hop, canadian pop, hip hop,1116,354,1,1,0
2014,98,Lee Brice,I Don't Dance,contemporary country country country road,contemporary country, country, country road,217,76,0,2,4
2014,99,Miranda Lambert and Carrie Underwood,Somethin' Bad,contemporary country country country dawn,contemporary country, country, country dawn,370,118,2,0,1
2014,100,Miley Cyrus,Adore You,pop,pop,,,239,74,0,2,4
2015,1,Mark Ronson featuring Bruno Mars,Uptown Funk,dance pop neo soul pop,dance pop, neo soul, pop,696,144,1,3,3
2015,2,Ed Sheeran,Thinking Out Loud,pop uk pop,pop, uk pop,,343,130,2,0,1
2015,3,Wiz Khalifa featuring Charlie Puth,See You Again,,,,,468,143,2,3,2
2015,4,Fetty Wap,Trap Queen,dance pop new jersey rap pop,dance pop, new jersey rap, pop,677,192,1,3,3
2015,5,Maroon 5,Sugar,pop,pop,,,537,120,2,3,2
2015,6,Walk the Moon,Shut Up and Dance,dance rock indie poptimism modern alternative rock,dance rock, indie poptimism, modern alternative rock,371,87,2,0,1
2015,7,Taylor Swift,Blank Space,pop,pop,,,574,183,2,3,3
2015,8,Silento,Watch Me,chicago bop pinoy hip hop,chicago bop, pinoy hip hop,,449,28,2,0,2
2015,9,The Weeknd,Earned It,canadian contemporary r&b canadian pop pop,canadian contemporary r&b, canadian pop, pop,346,81,0,0,1
2015,10,The Weeknd,The Hills,canadian contemporary r&b canadian pop pop,canadian contemporary r&b, canadian pop, pop,493,123,2,3,2
2015,11,OMI,Cheerleader,dance pop,dance pop,,,350,93,2,0,1
2015,12,The Weeknd,Can't Feel My Face,canadian contemporary r&b canadian pop pop,canadian contemporary r&b, canadian pop, pop,554,69,2,3,2
2015,13,Ellie Goulding,Love Me Like You Do,dance pop edm electropop,dance pop, edm, electropop,402,91,2,0,2
2015,14,Hozier,Take Me to Church,irish singer-songwriter pop,irish singer-songwriter, pop,,455,154,2,0,2
2015,15,Taylor Swift featuring Kendrick Lamar,Bad Blood,n/a,n/a,,,578,148,2,3,3
2015,16,Major Lazer and DJ Snake featuring Mo,Lean On,dance pop edm electronic trap,dance pop, edm, electronic trap,230,74,0,2,4
2015,17,Jason Derulo,Want to Want Me,dance pop edm pop,dance pop, edm, pop,519,85,2,3,2
2015,18,Taylor Swift,Shake It Off,pop,pop,,,655,116,1,3,3
2015,19,Skrillex and Diplo featuring Justin Bieber,Where Are You Now,brostep complextro edm,brostep, complextro, edm,357,75,2,0,1
2015,20,Rachel Platten,Fight Song,dance pop neo mellow pop,dance pop, neo mellow, pop,395,115,2,0,2
2015,21,Fetty Wap featuring Remy Boyz,679,dance pop new jersey rap pop,dance pop, new jersey rap, pop,613,213,2,3,3
2015,22,Meghan Trainor,Lips Are Movin,dance pop hip pop pop,dance pop, hip pop, pop,622,131,2,3,3
2015,23,Fifth Harmony featuring Kid Ink,Worth It,dance pop girl group pop,dance pop, girl group, pop,683,104,1,3,3
2015,24,Omarion featuring Chris Brown and Jhene Aiko,Post to Be,dance pop hip pop pop r&b,dance pop, hip pop, pop r&b,862,194,1,1,0
2015,25,Andy Grammer,"Honey, I'm Good.",dance pop neo mellow pop,dance pop, neo mellow, pop,447,91,2,0,2
2015,26,Sam Smith,I'm Not the Only One,pop uk pop,pop, uk pop,,277,94,0,0,1
2015,27,Selena Gomez featuring ASAP Rocky,Good for You,dance pop pop post-teen pop,dance pop, pop, post-teen pop,496,147,2,3,2
2015,28,Meghan Trainor,All About That Bass,dance pop hip pop pop,dance pop, hip pop, pop,491,122,2,3,2
2015,29,Taylor Swift,Style,pop,pop,,,424,134,2,0,2
2015,30,Drake,Hotline Bling,canadian hip hop canadian pop hip hop,canadian hip hop, canadian pop, hip hop,464,133,2,0,2
2015,31,"David Guetta featuring Nicki Minaj, Bebe Rexha and Afrojack",Hey Mama,,,,,560,140,2,3,2
2015,32,Flo Rida featuring Sage the Gemini and Lookas,G.D.F.R.,dance pop edm miami hip hop,dance pop, edm, miami hip hop,495,152,2,3,2
2015,33,Justin Bieber,What Do You Mean?,canadian pop pop,canadian pop, pop,,531,94,2,3,2
2015,34,Ed Sheeran,Photograph,pop uk pop,pop, uk pop,,328,118,0,0,1
2015,35,Adele,Hello,british soul pop pop soul,british soul, pop, pop soul,415,133,2,0,2
2015,36,Shawn Mendes,Stitches,canadian pop dance pop pop,canadian pop, dance pop, pop,399,107,2,0,2
2015,37,Tove Lo,Talking Body,dance pop electropop metropopolis,dance pop, electropop, metropopolis,482,106,2,3,2
2015,38,Nick Jonas,Jealous,dance pop edm pop,dance pop, edm, pop,422,104,2,0,2
2015,39,Pitbull and Ne Yo,Time of Our Lives,,,,,709,192,1,3,3
2015,40,R. City featuring Adam Levine,Locked Away,reggae fusion virgin islands reggae,reggae fusion, virgin islands reggae,,664,129,1,3,3
2015,41,Natalie La Rose featuring Jeremih,Somebody,,,,,472,93,2,0,2
2015,42,"Rihanna, Kanye West and Paul McCartney",FourFiveSeconds,,,,,329,120,0,0,1
2015,43,Fall Out Boy,Centuries,emo modern rock,emo, modern rock,,343,118,2,0,1
2015,44,Fetty Wap featuring Monty,My Way,dance pop new jersey rap pop,dance pop, new jersey rap, pop,496,182,2,3,2
2015,45,Sam Hunt,Take Your Time,contemporary country country country pop,contemporary country, country, country pop,470,152,2,3,2
2015,46,Maroon 5,Animals,pop,pop,,,571,115,2,3,2
2015,47,Big Sean featuring E 40,I Don't Fuck with You,detroit hip hop hip hop pop,detroit hip hop, hip hop, pop,1199,319,1,1,0
2015,48,Rihanna,Bitch Better Have My Money,barbadian pop dance pop pop,barbadian pop, dance pop, pop,403,96,2,0,2
2015,49,Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",atl hip hop atl trap gangster rap,atl hip hop, atl trap, gangster rap,618,186,2,3,3
2015,50,T Wayne,Nasty Freestyle,houston rap,houston rap,,,413,217,2,0,2
2015,51,"Nicki Minaj featuring Drake, Lil Wayne and Chris Brown",Only,,,,,943,346,1,1,0
2015,52,Sia,Elastic Heart,australian dance australian pop dance pop,australian dance, australian pop, dance pop,435,107,2,0,2
2015,53,Demi Lovato,Cool for the Summer,dance pop pop post-teen pop,dance pop, pop, post-teen pop,374,82,2,0,1
2015,54,X Ambassadors,Renegades,modern alternative rock modern rock pop,modern alternative rock, modern rock, pop,241,63,0,2,4
2015,55,Usher featuring Juicy J,I Don't Mind,atl hip hop contemporary r&b dance pop,atl hip hop, contemporary r&b, dance pop,688,206,1,3,3
2015,56,Ariana Grande and The Weeknd,Love Me Harder,dance pop pop,dance pop, pop,,536,105,2,3,2
2015,57,Taylor Swift,Wildest Dreams,pop,pop,,,393,119,2,0,2
2015,58,Sam Smith,Stay with Me,pop uk pop,pop, uk pop,,199,71,0,2,4
2015,59,DJ Snake and AlunaGeorge,You Know You Like It,jersey club,jersey club,,,369,97,2,0,1
2015,60,Fall Out Boy,Uma Thurman,emo modern rock,emo, modern rock,,351,90,2,0,1
2015,61,Beyonce,7_11,dance pop pop r&b,dance pop, pop, r&b,626,104,2,3,3
2015,62,Selena Gomez,The Heart Wants What It Wants,dance pop pop post-teen pop,dance pop, pop, post-teen pop,431,122,2,0,2
2015,63,Little Big Town,Girl Crush,contemporary country country country dawn,contemporary country, country, country dawn,226,90,0,2,4
2015,64,Trey Songz,Slow Motion,dance pop hip pop pop,dance pop, hip pop, pop,283,98,0,0,1
2015,65,One Direction,Drag Me Down,boy band pop post-teen pop,boy band, pop, post-teen pop,383,76,2,0,1
2015,66,Nicki Minaj featuring Drake and Lil Wayne,Truffle Butter,,,,,642,258,1,3,3
2015,67,Ariana Grande,One Last Time,dance pop pop,dance pop, pop,,427,95,2,0,2
2015,68,Nick Jonas,Chains,dance pop edm pop,dance pop, edm, pop,347,71,0,0,1
2015,69,Meek Mill featuring Chris Brown and Nicki Minaj,All Eyes on You,hip hop philly rap pop rap,hip hop, philly rap, pop rap,699,174,1,3,3
2015,70,Rae Sremmurd,No Type,hip hop melodic rap mississippi hip hop,hip hop, melodic rap, mississippi hip hop,555,153,2,3,2
2015,71,Vance Joy,Riptide,folk-pop pop,folk-pop, pop,,405,116,2,0,2
2015,72,Jidenna featuring Roman GianArthur,Classic Man,drift phonk,drift phonk,,,579,163,2,3,3
2015,73,Elle King,Ex's & Oh's,modern blues rock,modern blues rock,,,413,120,2,0,2
2015,74,Meghan Trainor,Dear Future Husband,dance pop hip pop pop,dance pop, hip pop, pop,418,140,2,0,2
2015,75,Charlie Puth featuring Meghan Trainor,Marvin Gaye,dance pop pop viral pop,dance pop, pop, viral pop,428,97,2,0,2
2015,76,Meghan Trainor featuring John Legend,Like I'm Gonna Lose You,canadian contemporary country contemporary country country pop,canadian contemporary country, contemporary country, country pop,446,123,2,0,2
2015,77,Tove Lo,Habits (Stay High),dance pop electropop metropopolis,dance pop, electropop, metropopolis,427,116,2,0,2
2015,78,James Newton Howard featuring Jennifer Lawrence,The Hanging Tree,orchestral soundtrack soundtrack,orchestral soundtrack, soundtrack,,282,58,0,2,1
2015,79,O.T. Genasis,CoCo,gangster rap pop rap rap,gangster rap, pop rap, rap,392,93,2,0,2
2015,80,"Jessie J, Ariana Grande and Nicki Minaj",Bang Bang,dance pop pop pop rap,dance pop, pop, pop rap,690,180,1,3,3
2015,81,Sam Smith,Lay Me Down,pop uk pop,pop, uk pop,,249,100,0,2,1
2015,82,ILoveMakonnen featuring Drake,Tuesday,,,,,656,174,1,3,3
2015,83,iLoveMemphis,Hit the Quan,chicago bop,chicago bop,,,482,174,2,3,2
2015,84,"Macklemore & Ryan Lewis featuring Eric Nally, Melle Mel, Kool Moe Dee and Grandmaster Caz",Downtown,dance pop pop pop rap,dance pop, pop, pop rap,803,313,1,1,0
2015,85,Sam Hunt,House Party,contemporary country country country pop,contemporary country, country, country pop,400,117,2,0,2
2015,86,Chris Brown and Tyga,Ayo,dance pop r&b,dance pop, r&b,,759,221,1,1,3
2015,87,Luke Bryan,Kick the Dust Up,contemporary country country country road,contemporary country, country, country road,356,134,2,0,1
2015,88,Big Sean featuring Drake,Blessings,detroit hip hop hip hop pop,detroit hip hop, hip hop, pop,994,337,1,1,0
2015,89,George Ezra,Budapest,folk-pop neo-singer-songwriter,folk-pop, neo-singer-songwriter,,318,80,0,0,1
2015,90,Sia,Chandelier,australian dance australian pop dance pop,australian dance, australian pop, dance pop,426,94,2,0,2
2015,91,Kelly Clarkson,Heartbeat Song,dance pop pop post-teen pop,dance pop, pop, post-teen pop,469,110,2,0,2
2015,92,Ed Sheeran,Don't,pop uk pop,pop, uk pop,,648,220,1,3,3
2015,93,Ella Henderson,Ghost,dance pop neo mellow pop,dance pop, neo mellow, pop,449,116,2,0,2
2015,94,Alessia Cara,Here,canadian contemporary r&b canadian pop dance pop,canadian contemporary r&b, canadian pop, dance pop,540,198,2,3,2
2015,95,Mr Probz,Waves,dutch hip hop tropical house,dutch hip hop, tropical house,,139,60,0,2,4
2015,96,Nicky Jam and Enrique Iglesias,El Perdon,latin hip hop reggaeton urbano latino,latin hip hop, reggaeton, urbano latino,462,140,2,0,2
2015,97,Ne Yo featuring Juicy J,She Knows,crunk dirty south rap gangster rap,crunk, dirty south rap, gangster rap,562,182,2,3,3
2015,98,One Direction,Night Changes,boy band pop post-teen pop,boy band, pop, post-teen pop,396,119,2,0,2
2015,99,Drake,Back to Back,canadian hip hop canadian pop hip hop,canadian hip hop, canadian pop, hip hop,584,226,2,3,3
2015,100,Calvin Harris and Disciples,How Deep Is Your Love,,,,,462,65,2,0,2
2016,1,Justin Bieber,Love Yourself,canadian pop pop,canadian pop, pop,,498,130,2,3,2
2016,2,Justin Bieber,Sorry,canadian pop pop,canadian pop, pop,,388,112,2,0,2
2016,3,Drake featuring Wizkid and Kyla,One Dance,afro dancehall afropop azonto,afro dancehall, afropop, azonto,411,108,2,0,2
2016,4,Rihanna featuring Drake,Work,,,,,608,184,2,3,3
2016,5,Twenty One Pilots,Stressed Out,modern rock rock,modern rock, rock,,557,143,2,3,2
2016,6,Desiigner,Panda,pop rap rap trap,pop rap, rap, trap,667,188,1,3,3
2016,7,Adele,Hello,british soul pop pop soul,british soul, pop, pop soul,415,133,2,0,2
2016,8,The Chainsmokers featuring Daya,Don't Let Me Down,dance pop edm electropop,dance pop, edm, electropop,440,75,2,0,2
2016,9,Justin Timberlake,Can't Stop the Feeling!,dance pop pop,dance pop, pop,,558,106,2,3,2
2016,10,The Chainsmokers featuring Halsey,Closer,chillwave shimmer pop,chillwave, shimmer pop,,387,108,2,0,1
2016,11,Sia featuring Sean Paul,Cheap Thrills,australian dance australian pop dance pop,australian dance, australian pop, dance pop,596,114,2,3,3
2016,12,Lukas Graham,7 Years,danish pop pop scandipop,danish pop, pop, scandipop,462,164,2,3,2
2016,13,Rihanna,Needed Me,barbadian pop dance pop pop,barbadian pop, dance pop, pop,315,103,0,0,1
2016,14,Flo Rida,My House,dance pop edm miami hip hop,dance pop, edm, miami hip hop,461,144,2,0,2
2016,15,Mike Posner,I Took a Pill in Ibiza,dance pop edm pop,dance pop, edm, pop,451,152,2,0,2
2016,16,Fifth Harmony featuring Ty Dolla $ign,Work from Home,modern chamber music pixel,modern chamber music, pixel,,487,129,2,3,2
2016,17,Calvin Harris featuring Rihanna,This Is What You Came For,dance pop edm electro house,dance pop, edm, electro house,298,49,0,0,1
2016,18,DNCE,Cake by the Ocean,dance pop edm pop,dance pop, edm, pop,575,127,2,3,3
2016,19,G Eazy and Bebe Rexha,"Me, Myself & I",,,,,837,209,1,1,0
2016,20,Twenty One Pilots,Ride,modern rock rock,modern rock, rock,,446,107,2,0,2
2016,21,Twenty One Pilots,Heathens,modern rock rock,modern rock, rock,,371,116,2,0,1
2016,22,Zayn,Pillowtalk,dance pop pop post-teen pop,dance pop, pop, post-teen pop,357,81,2,0,1
