Year,Chart,Hapax Count,Hapaxes
1997,22,36,"['kind', 'person', 'endorses', 'commitment', 'comfy', 'perfect', 'live', 'look', 'then', 'smell', 'perfume', 's', 'down', 'floor', 'conversation', 'has', 'interaction', 'lover', 'mate', 'talking', 'symbols', 'words', 'be', 'likened', 'sea', 'diver', 'swimming', 'with', 'raincoat', 'post', 'instrumental', 'break', 'oh', 'why', 'ca', '7']"
1997,23,174,"['playettes', 'drop', 'verse', 'dr', 'fade', 'at', 'collab', 'creations', 'bump', 'acne', 'put', 'slouch', 'long', 'credit', 'vouch', 'dog', 'could', 'catch', 'who', 'stop', 'makin', 'attracting', 'honeys', 'magnet', 'giving', 'eargasms', 'mellow', 'accent', 'still', 'moving', 'this', 'flavor', 'original', 'rump', 'shakers', 'lord', 'open', 'over', 'town', 'strictly', 'biz', 'cover', 'much', 'grounds', 'paid', 'forte', 'each', 'true', 'player', 'ca', 'think', 'east', 'west', 'pushin', 'phat', 'rides', 'surprise', 'tricks', 'stash', 'stacking', 'cash', 'fast', 'comes', 'gas', 'means', 'average', 'have', 'perfect', 'ten', 'wan', 'na', 'win', 'style', 'street', 'knowledge', 'act', 'wild', 'very', 'low', 'key', 'profile', 'catchin', 'feelings', 'goes', 'herb', 'spin', 'verb', 'lovers', 'curves', 'freak', 'heard', 'rollin', 'phatness', 'even', 'half', 've', 'pay', 'look', 'trump', 'tight', 'blowing', 'maybe', 'ride', 'oh', 'break', 'looks', 'kind', 'peeps', 'rolls', 'deep', 'flyin', 'first', 'from', 'new', 'york', 'city', 'not', 'cartier', 'wooden', 'frames', 'sported', 'icy', 'gleaming', 'pinkie', 'diamond', 'ring', 'bes', 'baddest', 'clique', 'scene', 'bored', 'these', 'fake', 'broads', 'shows', 'proves', 'diggin', 'please', 'excuse', 'if', 'across', 'rude', 'stay', 'kickin', 'capital', 'g', 'ask', 'peoples', 'block', 'm', 'real', 'bond', 'faking', 'pass', 'chauncy', 'll', 'sending', 'call', 'say', '330', 'ooh', 'hell', 'becky', 'lisa', 'vicky', 'huh', 'tamika', 'blaze', 'nothin', 'goin', 'but', 'rent', 'productions', '83']"
1997,24,33,"['tell', 'what', 's', 'wrong', 'boyfriend', 'ah', 'holds', 'key', 'but', 'nt', 'like', 'be', 'so', 'fine', 'wake', 'up', 'in', 'mornin', 'a', 'smile', 'queen', 'yeah', 'those', 'cloudy', 'days', 'they', 'fade', 'away', 'when', 'way', 'get', 'cause', 'ooh']"
1997,25,189,"['sicker', 'average', 'twist', 'cabbage', 'instinct', 'think', 'stink', 'pink', 'gators', 'detroit', 'players', 'timbs', 'hooligans', 'dead', 'head', 'there', 'ery', 'night', 'been', 'smooth', 'since', 'days', 'underoos', 'lose', 'choose', 'bruise', 'crews', 'somethin', 'talk', 'walk', 'wan', 'screw', 'yeah', 'puff', 'close', 'starsky', 'hutch', 'stick', 'clutch', 'dare', 'three', 'cherry', 'm', '3', '!', 'bang', 'mc', 'easily', 'busily', 'recently', 'frontin', 'ai', 'sayin', 'speak', 'keep', 'peace', 'cubans', 'jesus', 'peeps', 'thank', 'packin', 'askin', 'got', 'flaunt', 'bullshit', 'we', 'put', 'ny', 'onto', 'dkny', 'miami', 'dc', 'prefer', 'versace', 'all', 'philly', 'moschino', 'cutie', 'booty', 'bought', 'coogi', 'now', 'dookie', 'meaning', 'really', 'ride', 'dicks', 'frank', 'white', 'push', 'six', 'or', 'lexus', 'lx', 'four', 'half', 'bulletproof', 'glass', 'tints', 'some', 'gon', 'blast', 'first', 'ask', 'questions', 'most', 'these', 'called', 'gangsters', 'pass', 'rappin', 'about', 'blunts', 'broads', 'tits', 'bras', 'ménage', 'à', 'trois', 'expensive', 'cars', 'll', 'still', 'pavement', 'condo', 'no', 'payment', 'arraignment', 'note', 'plaintiff', 'daughter', 'tied', 'basement', 'face', 'stay', 'filthy', 'richer', 'richie', 'til', 'millionaire', 'ya', 'escargot', 'sixty', 'swiftly', 'wreck', 'buy', 'new', 'know', 'sick', 'name', 'brand', 'flows', 'sweet', 'licorice', 'easy', 'girlfriend', 'here', 'pen', 'call', 'round', 'ten', 'have', 'rugs', 'persian', 'job', 'while', 'workin', 'certain', 'freakin', 'speakin', 'leakin', 'rapper', 'demo', 'tell', 'ho', 'clothes', 'em', 'force', 'dick', 'black', 'watch', 'roam', 'lucky', 'owe', 'where', 'safe', 'show', 'what', '168']"
1997,26,53,"['everytime', 'comin', 'but', 'worth', 'wait', 'springtime', 'winter', 'christmas', 'june', 'heaven', 'opened', 'up', 'its', 'gates', 'for', 'carey', 'truly', 'somethin', 'bit', 'dream', 'come', 'never', 'rains', 'no', 'wonder', 'sun', 'always', 'shines', 'when', 'm', 'near', 'just', 'blessing', 'have', 'found', 'somebody', 'bridge', 'all', 'nights', 'cried', 'sleep', 'really', 'oughta', 'how', 'much', 'mean', 'be', 'here', 'saxophone', 'solo', 'tell', 'woo', '2']"
1997,27,84,"['true', 'feeling', 'turn', 'loose', 'been', 'getting', 'next', 'around', 'knowin', 'was', 'being', 'man', 'am', 'lose', 'cool', 'friends', 'keep', 'telling', 'about', 'going', 'deep', 'heart', 'what', 'mean', 'come', 'home', 'early', 'expecting', 'warm', 'embrace', 'something', 'is', 'written', 'all', 'over', 'face', 'hurt', 'so', 'bad', 'through', 'door', 'ya', 'one', 'damn', 'ai', 'coming', 'back', 'try', 'are', 'same', 'we', 'made', 'heard', 'tonight', 'bridge', 'money', 'every', 'li', 'l', 'need', 'world', 'were', 'ran', 'see', 'live', '$', '74', 'ooh', 'mmm', 'if', 'truly', 'alright', 'then', 'would', 'not', 'happenin', 'sleepin', 'ta', 'let', 'go', 'wan', 'na', 'a', '1']"
1997,28,61,"['youll', 'ah', 'last', 'had', 'conversation', 'decided', 'should', 'friends', 'hey', 'going', 'round', 'circles', 'déjà', 'vu', 'end', 've', 'fallen', 'well', 'ever', 'thought', 'ayy', 'take', 'easy', 'throwing', 'far', 'too', 'much', 'emotions', 'at', 'post', 'ow', 'wo', 'sing', 'with', 'ginger', 'put', 'together', 'what', 'our', 'friendship', 'for', 'ca', 'work', 'equation', 'then', 'guess', 'have', 'show', 'the', 'door', 'no', 'need', 'better', 'left', 'unsaid', 'yeah', 'harmonica', 'solo', 'on', 'just', '5']"
1997,29,45,"['see', 're', 'doing', 'running', 'is', 'man', 'who', '1', 'if', 'return', 'all', 'given', 'heaven', 'knows', 'been', 'lonely', 'feeling', 'echo', 'never', 'satisfied', 'girl', 'they', 'call', 'ca', 'keep', 'goin', 'on', 'living', '2', 'unto', 'wo', 'let', 'down', 'there', 'much', 'buried', 'deep', 'bridge', 'prove', 'everything', 'boy', 'same', 'for', 'anything', 'way']"
1997,30,70,"['4', 'long', 'were', 'mine', 'but', 'now', 'those', 'memories', 'life', 'empty', 'without', 'side', 'belongs', 'no', 'matter', 'what', 'try', 'courage', 'up', 'somebody', 'new', 'falls', 'apart', 'they', 'ca', 'compare', 'wo', 'oh', 'nights', 'night', 'vowed', 'would', 'be', 'all', 'see', 'live', '$', '63', 'every', 'think', 'about', 'these', 'things', 'shared', 'break', 'down', 'cry', 'so', 'emotional', 'until', 'bridge', 'has', 'crushed', 'killing', 'baby', 'please', 'let', 'wan', 'na', 'know', 'if', 'can', 'fix', 'need', 'comfort', 'ease', 'pain', 'or', 'will', 'bring']"
1997,31,52,"['ghettout', 've', 'been', 'feelin', 'kinda', 'strange', 'lately', 'nt', 'what', 'ever', 'since', 'came', 'back', 'from', 'town', 'something', 'some', 'bullshit', 'down', 'obvious', 'how', 'things', 'have', 'changed', 'within', 'just', 'give', 'half', 'rent', 'and', 'get', 'save', 'lines', 'for', 'keep', 'walkin', 'm', 'mmmm', 'gave', 'ohhh', 'my', 'time', 'but', 'would', 'not', 'good', 'thing', 'if', 'stares', 'face', 'ladies', 'sing']"
1997,32,37,"['let', 'go', 'want', 'if', 'simply', 'ask', 'there', 'uh', 'huh', 'who', 'makes', 'runnin', 'far', 'beyond', 'compare', 'post', 'elusive', 'blatant', 'feelin', 'yeah', 'too', 'hard', 'leave', 'abruptly', 'wan', 'bad', 'ooh', 'break', 'mase', 'bridge', 'diddy', 'breakdown', 'little', 'here', 'smooth', 'she', '10']"
1997,33,57,"['we', 'eternally', 'far', 'can', 'for', '1', 'dreams', 'again', 'end', 'like', 'river', 'finds', 'sea', 'side', 'hurt', 'pride', 'when', 'all', 'chips', 'down', 'ha', 'around', 'right', 'where', 'know', 'boy', '2', 'out', 'let', 'places', 'no', 'ever', 'been', 'deep', 'inside', 'ca', 'nt', '?', 'bridge', 'maybe', 'a', 'feel', 'way', 'but', 'play', 'with', '3', 'miracles', 'miracle', 'baby', 're', 'dream', 'come', 'true', 'darling', 'ooh', '5']"
1997,34,154,"['da', 'out', 'especially', 'hot', 'age', 'color', 'fellas', 'forgettin', 'bout', 'everybody', 'who', 'listen', 'sayin', 'said', 'befo', 'remember', 'little', 'pop', 'push', 'rock', 'ca', 'control', 'll', 'hold', 'try', 'fight', 'from', 'drop', 'double', 'dips', 'again', 'second', 'verse', 'clean', 'not', 'gon', 'curse', 'droppin', 'bass', 'bad', 'habit', 'love', 'have', 'comin', 'at', 'stereo', 'ridin', 'thing', 'rodeo', 'hang', 'ride', 'rough', 'til', 'enough', '{', 'ooh', '}', 'front', 'lady', 'bumpin', 'raise', 'brown', 'slap', 'make', 'jiggle', 'where', 'no', 'one', 'knows', 'well', 'alright', 'dippin', 'be', 'trippin', 'doin', 'gots', 'go', 'people', 'thats', 'movin', 'pump', 'some', 'limo', 'before', 'dough', 'pay', 'they', 'worth', 'slip', 'money', 'under', 'skirt', 'might', 'lil', 'lucci', 'g', 'string', 'havin', 'oh', 'much', 'playin', 'inside', 'between', 'buns', 'shortie', 'marvin', 'teasin', 'starvin', 'then', 'finished', 'freaky', 'settin', 'another', 'level', 'diggin', 'without', 'shovel', 'squirrel', 'tryin', 'nut', 'wassup', 'party', 'getting', 'join', 'jam', 'watch', 'flow', 'taken', 'over', '94', 'had', 'whole', 'gettin', 'new', 'orleans', 'born', 'atl', 'livin', 'givin', 'juice', 'sweet', 'georgia', 'peaches', 'suck', 'leeches', 'uh', 'huh', 'good', 'admit', 'shhhhhhhhhh', 'song', 'wo', 'sing', '5']"
1997,35,36,"['2', '1', 'candle', 'light', 'soul', 'forever', 'dream', 'me', 'mind', 'doubt', 'danger', 'real', 'do', 'nt', 'stranger', 'come', 'closer', 'silly', 'games', 'playing', 'empty', 'words', 'both', 'saying', 'any', 'deal', 'endeavour', 'boys', 'girls', 'feel', 'are', 'remember', '?', 'bridge', 'wiser', '5']"
1997,36,18,"['thought', 'd', 'seen', 'oh', 'then', 'we', 'trip', 'fall', 'wondering', 'blind', 'rain', 'comes', 'without', 'sound', 'coming', 'your', 'eyes', '3']"
1997,37,34,"['everybody', 'put', 'your', 'hands', 'together', 'whoa', 'mmm', 'yeah', '112', 'listen', 'if', 'told', 'care', 'tell', 'need', 'think', 'll', 'be', 'ask', 'trust', 'cheat', 'on', 'cause', 'anything', 'hurt', 'or', 'mislead', 'bridge', 'wan', 'ya', 'life', 'without', 'go', '18']"
1997,38,83,"['one', 'two', 'three', 'four', 'get', 'ready', '56', 'sit', 'down', 'shade', 'shelter', 'front', 'porch', 'dandelion', 'sun', 'scorching', 'like', 'glass', 'cold', 'lemonade', 'laundry', 'stay', 'evening', 'kick', 'watch', 'tv', 'll', 'fix', 'little', 'something', 'to', 'eat', 'know', 'hurts', 'from', 'working', 'tractor', 'how', 'coffee', 'sweet', 'raise', 'children', 'bridge', 'am', 'wearing', 'new', 'dress', 'tonight', 'even', 'notice', 'finally', 'sell', 'when', 'had', 'another', 'baby', 'took', 'that', 'job', 'tennessee', 'made', 'friends', 'farm', 'join', 'them', 'bar', 'almost', 'every', 'single', 'day', 'week', 'wash', 'dishes', 'while', 'beer', 'marlboro', 'man', 'his', 'shiny', 'gun', 'lonely', 'ranger', '4']"
1997,39,50,"['to', 'favorite', 'room', 'sat', 'kitchen', 'opened', 'book', 'box', 'tools', 'mission', 'list', 'names', 'did', 'believe', 'transcendence', 'time', 'for', 'few', 'small', 'repairs', 'said', 'vengeance', 'know', 'why', 'bridge', 'get', 'kids', 'bring', 'sweater', 'dry', 'good', 'wind', 'better', 'count', 'years', 'you', 'always', 'knew', 'strike', 'match', 'light', 'sky', 'hold', 'tight', 'world', 'burning', 'there', 'own', 'alright', '4']"
1997,40,45,"['its', 'dancin', 'dark', 'middle', 'night', 'heart', 'holdin', 'tight', 'emotional', 'touch', 'touchin', 'my', 'skin', 'askin', 've', 'been', 'doin', 'over', 'again', 'better', 'was', 'more', 'this', 'happened', 'by', 'hand', 'wanted', 'be', 'we', 're', 'together', 'stronger', 'ever', 'happy', 'free', 'no', 'asked', 'why', 'changed', 'say', 'sweet', 'name', 'somethin', 'baby', '6']"
1997,41,48,"['sweetest', 'thing', 'night', 'makes', 'hate', 'days', 'get', 'enough', 'wrong', 'unkind', 'show', 'turn', 'hide', 'these', 'thoughts', 'in', 'mind', 'moment', 'thinking', 'feeling', 'good', 'got', 'set', 'free', 'tonight', 'body', 'say', 'take', 'slow', 'how', 'prove', 'baby', 'please', 'need', 'like', 'child', 'born', 'out', 'phase', 'could', 'act', 'angel', 'would', 'true', 'bridge', 'cause', 'alive', 'inside']"
1997,42,29,"['like', 've', 'been', 'are', 'here', 'bet', 'we', 'push', 'out', 'even', 'though', 'd', 'inclined', 'slap', 'in', 'bridge', 'now', 'take', 'throw', 'wide', 'might', 'restrain', 'really', 'blame', 're', 'all', 'fit', 'make', 'whole']"
1997,43,64,"['sunday', 'mornin', 'outside', 'fallin', 'inside', 'slowly', 'dyin', 'hide', 'burn', 'pillow', 'set', 'this', 'place', 'fire', 'tired', 'lies', 'needed', 'simple', 'hello', 'traffic', 'noisy', 'hear', 'cry', 'leave', 'ooh', 'wanted', 'things', 'had', 'go', 'astray', 'grass', 'greener', 'it', 'too', 'late', 'for', 'find', 'home', 'be', 'wrong', 'leavin', 'romance', 'often', 'fades', 'take', 'blame', 'were', 'one', 'who', 'neglected', 'apology', 'accepted', 'add', 'broken', 'hearts', 've', 'collected', 'would', 'weaken', 'easily', 'whoo', '!', 'lady', '2']"
1997,44,53,"['im', 'mmm', 'much', 'but', 'got', 'thinkin', 'affecting', 'wan', 'na', 'lose', 'believe', 'tell', 'about', 'time', 'passes', 'fast', 'wish', 'last', 'life', 'ends', 'starts', 'wo', 'let', 'go', 'why', 'first', 've', 'ever', 'known', 'live', '$', '69', 'best', 'ooh', 'ho', 'say', 'only', 'thing', 'matters', 'is', 'woo', 'bridge', 'right', 'wrong', 'makes', 'hey', 'darling', 'ah', 'over', 'one', 'loves', 'make', 'there']"
1997,45,68,"['can', 'hardly', 'wait', 'tell', 'friends', 'his', 'kisses', 'taste', 'sweet', 'like', 'wine', 'always', 'makes', 'heart', 'skip', 'beat', 'every', 'walks', 'by', 'if', 'feeling', 'down', 'pick', 'hold', 'close', 'when', 'makin', 'everything', 've', 'been', 'dreaming', 'ohoh', 'probably', 'spend', 'hours', 'on', 'phone', 'does', 'matter', 'what', 'conversation', 'just', 'long', 'called', 'ohhhhh', 'lost', 'in', 'real', 'sincere', 'wipe', 'away', 'each', 'other', 'those', 'face', 'lights', 'whenever', 'appears', 'ohhhhhh', 'bridge', 'him', 'sweetheart', 'boy', 'guess', 'never', 'be', 'girl', 'yes']"
1997,46,258,"['remix', 'dice', 'sounds', 'queen', 'bee', 'martinez', 'must', 'mic', 'butter', 'p', 'honey', 'sugar', 'spice', 'roll', 'l', 'yo', 'made', 'motherfucker', 'last', 'rookie', 'star', 'gettin', 'cream', 'thelma', 'louise', 'chrome', 'brooklyn', 'alone', 'so', 'say', 'bang', 'your', 'whips', 'platinum', 'coated', 'rollie', 'chips', 'wrists', 'french', 'kiss', 'dismissed', 'split', 'six', 'four', 'fifth', 'make', 'dance', 'focused', 'penny', 'hole', 'hopeless', 'toke', 'lyin', 'trying', 'knock', 'tryin', 'takes', 'phone', 'call', 'street', 'promote', 'soundtrack', 'new', 'jack', 'ci', 'tay', 'set', 'eight', 'fitay', 'missin', 'bump', 'biggie', 'truck', 'thorough', 'lem', 'bankhead', 'richest', 'mae', 'west', 'q', 'b', 'sisters', 'eye', 'packin', 'gun', 'some', 'raw', 'dat', 'flat', 'chokin', 'paragraphs', 'laughs', 'getcha', 'back', 'path', 'no', 'stoppin', 'club', 'hoppin', 'gets', 'rock', 'flavors', 'frozen', 'at', 'paradise', 'joint', 'booty', 'shakin', 'glass', 'hand', 'step', 'son', 'girls', 'fancy', 'fly', 'snitches', 'them', 'chicos', 'pimp', 'havin', 'cash', 'stash', 'suck', 'dick', 'hoes', 'strictly', 'bell', 'ringer', 'finger', 'big', 'bad', 'wolf', 'miss', 'singer', 'blame', 'as', 'flames', 'risin', 'top', 'stop', 'da', 'brat', 'how', 'these', 'bogus', 'try', 'notice', 'approachin', 'good', 'intentions', 'focusin', 'riches', 'too', 'hot', 'kitchen', 'dicks', 'lifted', 'when', 'thinkin', 'rhythm', 'kick', 'puzzle', 'arithe', 'ma', 'tic', 'fillin', 'sluggers', 'nine', 'milli', 'luger', 'clip', 'bust', 'we', 'kickin', 'dust', 'spread', 'rumors', 'makin', 'sicker', 'than', 'head', 'tumors', 'humor', 'by', 'huggin', 'lovin', 'bet', 'phony', 'buggin', 'tell', 'thug', 'sell', 'drugs', 'push', 'keys', 'need', 'mo', 'deez', 'vv', 'm3', 'smoke', 'weed', 'overseas', 'pimped', 'styled', 'rol', 'eys', 'police', 'wallet', 'obese', 'who', 'windy', 'city', 'woman', 'comin', 'gunnin', 'chi', 'let', 'high', 'interlude', 'ayo', 'yaknowhatimsayin', 'even', 'without', 'sunun', 'track', 'use', 'singin', 'hooks', 'look', 'patti', 'labelle', 'or', 'somebody', 'nigga', 'check', 'huh', 'should', 'stead', 'bein', 'mike', 'ride', 'ponies', 'instead', 'ridin', 'bikes', 'incite', 'ta', 'catch', 'flight', 'around', 'three', 'ish', 'ca', 'elektra', 'undeas', 'hehe', '9']"
1997,47,222,"['bizzy', 'comin', 'door', 'militia', 'big', 'bodyguards', 'stone', 'cold', 'killas', 'peelas', 'steppin', 'limos', 'soldiers', 'maintain', 'babies', 'money', 'diamonds', 'steady', 'shinin', 'homies', 'sentence', 'pump', 'fist', 'ta', 'keep', 'lord', 'over', 'shoulders', 'jesus', 'sent', 'or', 'loco', 'sober', 'load', 'revolver', 'hell', 'showin', 'seen', 'bulletholes', 'was', 'much', 'no', 'luck', 'blowed', 'goes', 'surgeons', 'not', 'sewed', 'wait', 'minute', 'really', 'makes', 'call', 'original', 'worse', 'tellin', 'people', 'made', 'three', 'years', 'ago', 'just', 'take', 'credit', 'did', 'even', 'occur', 'eventually', 'meet', 'kid', 'crash', 'collide', 'lock', 'enemy', 'name', 'fin', 'stomped', 'loose', 'heard', 'news', 'run', 'dead', 'oh', 'uh', 'huh', 'hey', 'murder', 'muthafuckas', 'deadly', 'fully', 'automatic', 'lay', 'aw', '!', 'leatherface', 'respect', 'rest', 'mess', 'nevertheless', 'stress', 'figured', 'actin', 'mind', 'll', 'find', 'real', 'speak', 'n', 'live', '$', '32', 'layzie', 'soldier', 'pistol', 'holster', 'most', 'toast', 'bud', 'brought', 'table', 'test', 'catch', 'slugs', 'mud', 'smooth', 'murda', 'fools', 'clone', 'loc', 'd', 'roughness', 'craft', 'these', 'bones', 'referrin', 'bitches', 'who', 'are', 'tried', 'rollin', 'e', 'since', '93', 'shuttin', 'industry', 'pros', 'friend', 'foes', 'chosen', 'god', 'done', 'potion', 'pure', 'devotion', 'freely', 'spoken', 'baby', 'never', 'stay', 'together', 'clique', 'clever', 'ridin', 'days', 'stormy', 'weather', 'remember', 'eternal', 'means', 'everlastin', '#', '1', 'assassin', 'blastin', 'bashin', 'heavens', 'gon', 'rulin', 'trues', 'losin', 'provin', 'wrong', 'verse', 'four', 'wish', 'wherever', 'go', 'true', 'pull', 'trigger', 'smother', 'river', 'killers', 'sure', 'there', 'clownin', 'rhyme', 'goin', 'pockets', 'double', 'want', 'some', 'sound', 'have', 'raps', 'bitin', 'ai', 'tryin', 'somethin', 'peel', 'caps', 'check', '44', 'mag', 'glad', 're', 'sendin', 'home', 'bag', 'puttin', '3', ']']"
1997,48,36,"['the', 'pain', 've', 'taken', 'for', 'granted', 'your', 'way', 'yeah', 'about', 'time', 'gon', 'tell', 'fed', 'up', 'when', 'takes', 'control', 'start', 'brand', 'new', 'want', 'lose', 'a', 'share', 'rare', 'willing', 'try', 'make', 'in', 'break', 'bridge', 'understand', 'please', 'listen', '1']"
1997,49,30,"['livin', 'alone', 'think', 'of', 'friends', 've', 'known', 'dial', 'telephone', 'nobody', 's', 'home', 'hard', 'to', 'sure', 'sometimes', 'feel', 'insecure', 'loves', 'distant', 'obscure', 'remains', 'cure', 'bridge', 'see', 'céline', 'dion', '$', '89', '10']"
1997,50,79,"['its', 'cold', 'body', 'froze', 'bed', 'listened', 'outside', 'window', 'sun', 'cruel', 'tears', 'turned', 'dust', 'knew', 'eyes', 'drying', 'finished', 'crying', 'instant', 'left', 'ca', 'nt', 'remember', 'where', 'how', 'banished', 'every', 'memory', 'had', 'ever', '1', 'have', 'admit', 'believe', '2', 'whisper', 'need', 'dead', 'resist', 'céline', 'dion', 'live', '$', '89', 'those', 'empty', 'threats', 'hollow', 'lies', 'whenever', 'tried', 'even', 'worse', 'much', 'deeper', 'hours', 'went', 'for', 'alone', 'at', 'last', 'count', 'chances', 'us', 'history', 'slamming', 'door', 'myself', 'strong', 'somehow', 'wasted', 'time', 'since', '3', 'your', '4', '5', 'forget', '15']"
1997,51,55,"['!', 'telling', 'telephone', 'going', 'actions', 'speak', 'louder', 'than', 'words', 'must', 'what', 've', 'heard', 'or', 'lie', '?', 'somebody', 'givin', 'nothin', 'lovin', 'through', 'someone', 'somethin', 'when', 'one', 'thing', 'mind', 'these', 'things', 'say', 'swear', 'they', 'are', 'ever', 'hard', 'wo', 'waste', 'time', 'satisfaction', 'guaranteed', 'lover', 'middle', 'of', 'take', 'trip', 'downtown', 'freak', 'life', 'knowin', 'x2', 'breakdown', 'ca', 'like', 'loves', 'enough']"
1997,52,57,"['leave', 'without', 'word', 'message', 'number', 'now', 'head', 'pounding', 'rolling', 'thunder', 'left', 'with', 'should', 'see', 'cry', 'all', 'wonder', 'everybody', 'says', 'shame', 'wrong', 'they', 'game', 'we', 'play', 'heard', 're', 'hanging', 'round', 'every', 'until', 'dawn', 'm', 'day', 'break', 'silence', 'keep', 'just', 'river', 'flowing', 'sea', 'are', 'running', 'hear', 'am', 'saying', 'dry', 'tears', 'cried', 'baby', 'stop', 'this', 'help', 'make', 'it', 'through', 'safely']"
1997,53,69,"['knocks', 'off', 'feet', 'makes', 'feel', 'complete', 'started', 'over', 'coffee', 'stated', 'out', 'as', 'friends', 'funny', 'how', 'from', 'simple', 'best', 'begin', 'time', 'different', 'because', 'better', 'than', 'ever', 'been', 'talk', 'though', 'favorite', 'line', 'was', 'call', 'sometime', 'had', 'say', 'take', 'breath', 'away', 'keep', 'waiting', 'mind', 'apologize', 'baby', 'fine', 'would', 'forever', 'were', 'mine', 'your', 'hair', 'are', 'sure', 'looks', 'right', 'what', 'wear', 'too', 'tight', 're', 'exceptional', 'ca', 'for', 'rest', 'see', 'bryan', 'adams', 'live', '$', '28']"
1997,54,173,"['come', 'pop', 'brace', 'yourself', 'top', 'eyes', 'socks', 'double', 'lose', 'mind', 'grind', 'tunnel', 'give', 'cash', 'made', 'off', 'last', 'bundle', 'pass', 'push', 'v', 'backseat', 'deepthroat', 'c', 'notes', 'floats', 'murder', 'wrote', 'keeps', 'heat', 'firm', 'nigga', 'posed', 'illest', 'three', 'coasts', 'familia', 'bigger', 'than', 'icos', 'danny', 'devitos', 'small', 'is', 'panty', 'eaters', 'cmon', 'loan', 'sharkin', 'this', 'year', 'raise', 'figures', 'fifteen', 'percent', 'whole', 'sit', 'notice', 'quotas', 'hit', 'papa', 'too', 'live', 'shake', 'sassy', 'ass', 'front', 'fore', 'there', 'tear', 'back', 'happened', 'since', 'mack', 'was', 'lola', 'falana', 'dripped', 'gabbana', '90s', 'finest', 'random', 'ways', 'fit', 'taste', 'put', 'basin', 'face', 'fucker', 'ca', 'touch', 'her', 'my', 'sex', 'drive', 'night', 'trucker', 'let', 'alone', 'skills', 'gon', 'by', 'these', 'mils', 'never', 'settle', 'less', 'excess', 'inexpensive', 'vvs', 'tilt', 'just', 'built', 'classy', 'still', 'well', 'hold', 'got', 'roll', 'roc', 'fella', 'capo', 'candy', 'apple', 'will', 'tears', 'fall', 'ears', 'if', 'quarterback', 'third', 'lot', 'dig', 'locked', 'biggie', 'herb', 'spot', 'word', 'middie', 'cop', 'biddie', 'bomb', 'diggy', 'punana', 'sexy', 'madon', 'him', 'turn', 'full', 'court', 'pressure', 'undress', 'asses', 'playin', 'knock', 'at', 'weigh', 'cause', 'sayin', 'sense', 'delayin', 'tryna', 'run', 'g', 'p', 'am', 'saw', 'little', 'swayin', 'okay', 'then', 'hah', '3']"
1997,55,76,"['drank', 'til', 'was', 'thirsty', 'went', 'searchin', 'through', 'thrift', 'store', 'jungles', 'found', 'geronimo', 'rifle', 'marilyn', 'shampoo', 'benny', 'goodman', 'corset', 'pen', 'made', 'this', 'promised', 'never', 'give', 'real', 'low', 'listen', 'to', 'coltrane', 'derail', 'your', 'own', 'train', 'who', 'has', 'there', 'before', 'come', 'round', 'around', 'hard', 'bring', 'comics', 'bed', 'scrape', 'mold', 'off', 'bread', 'serve', 'french', 'toast', 'still', 'stoned', 'm', 'not', 'kind', 'of', 'girl', 'take', 'home', 'see', 'sheryl', 'crow', 'live', '$', '78', 'away', 'everywhere', 'between', 'along', 'what', 'right', 'now', 'everything', 'wrong', '9']"
1997,56,77,"['well', 'only', 'dreamed', 'wondered', 'was', 'but', 'clear', 'understand', 'say', 'yes', 'am', 'cry', 'hit', 'cross', 'heart', 'hope', 'die', 'cause', 'safe', 'warm', 'satisfied', 'sunshine', 'morning', 'everything', 'at', 'night', 'way', 'get', 'around', 're', 'stuck', 'with', 'did', 'd', 'surrounded', 'ecstasy', '?', 'start', 'one', 'great', 'affair', 'gon', 'na', 'end', 'we', 'share', 'together', 'where', 'began', 'see', 'live', '$', '74', 'girl', 'stand', 'hand', 'every', 'wish', 'command', 'let', 'play', 'out', 'fantasies', 'mind', 'take', 'places', 'before', 'alright', 'then', 'nothing', 'whole', 'word', 'always', 'concerned', 'better', 'or', 'worse']"
1997,57,47,"['life', 'where', 've', 'been', 'said', 'd', 'never', 'again', 'within', 'myself', 'was', 'wrong', 'searching', 'ai', 'overover', 'yeah', 'if', 'ca', 'believe', 'someone', 'true', 'so', 'hard', 'do', 'hope', 'pray', 'tonight', 'somewhere', 're', 'thinking', 'me', 'girl', 'yes', 'knowi', 'bridge', 'it', 'enough', 'make', 'cry', 'walking', 'look', 'into', 'journey', 'live', '$', '20', '4']"
