Year,Chart,Hapax Count,Hapaxes
1977,23,35,"['wrong', 'take', 'what', 'is', 'given', 'your', 'own', 'along', 'if', 'try', 'll', 'never', 'high', 'dry', 'out', 'rain', 'easy', 'hurt', 'others', 'when', 'feel', 'pain', 'love', 'grow', 'ooh', 'there', 'much', 'give', 'd', 'rather', 'live', 'for', 'thrill', 'all', '15']"
1977,24,28,"['empty', 'space', 'in', 'between', 'us', 'telephone', 'ca', 'take', 'place', 'smile', 'forever', 'babe', 'not', 'easy', 'road', 'driver', 'honey', 'heavy', 'load', 'we', 'bear', 'lifetime', 'youre', 'right', 'here', 'by', 'side', 'yes']"
1977,25,69,"['number', 'burnin', 'house', 'desire', 'climbin', 'higher', 'move', 'lips', 'can', 'tell', 'got', 'kiss', 'flash', 'eyes', 'looks', 'lightnin', 'lightin', 'sky', 'if', 'operator', 'excuse', 'but', 'more', 'than', 'an', 'emergency', 'take', 'those', 'phones', 'off', 'ears', 'only', 'hear', 'they', 'said', 'where', 'are', '?', 'here', 'am', 'should', 'get', 'touch', 'with', 'fbi', 'call', 'will', 'be', 'accepted', 'there', 's', 'no', 'chance', 'of', 'bein', 'disconnected', 'keep', 'busy', 'make', 'dizzy', 'makes', 'want', 'shout', 're', 'lover', 'undercover', 'what', 'talkin', 'about']"
1977,26,61,"['not', 'ever', 'rich', 'but', 'better', 'than', 'digging', 'ditch', 'there', 'telling', 'who', 'meet', 'movie', 'or', 'maybe', 'even', 'an', 'indian', 'chief', 'now', 'summer', 'gets', 'kind', 'of', 'hard', 'this', 'place', 'be', 'planned', 'being', 'woah', 'for', 'wooh', 'well', 'waxin', 'my', 'fingers', 'bone', 'up', 'ca', 'wait', 'till', 'time', 'go', 'home', 'hey', 'your', 'washed', 'today', 'fillup', 'have', 'pay', 'give', 'us', 'play', 'right', 'away', 'wowowoh', 'what', 'say', 'rags']"
1977,27,56,"['dont', 'come', 'heart', 'take', 'rejected', 'hurt', 'worth', 'within', 'somebody', 'nobody', 'knows', 'could', 'steal', 'tune', 'that', 'want', 'hear', 'so', 'stop', 'running', 'around', 've', 'found', 'was', 'cloudy', 'clear', 'cheering', 'crowd', 'two', 'hearts', 'beating', 'loud', 'parade', 'tv', 'or', 'stage', 'only', 'till', 'dying', 'day', 'think', 'has', 'shine', 'for', 'find', 'where', 'coming', 'beauty', 'queen', 'if', 'it', 'mean', 'number', 'one', '?', '1']"
1977,28,37,"['wan', 'na', 'lord', 'verse', 'feed', 'babies', 'who', 'do', 'nt', 'have', 'enough', 'eat', 'shoe', 'children', 'with', 'no', 'shoes', 'their', 'feet', 'house', 'people', 'livin', 'in', 'street', 'there', 's', 'a', 'solution', 'see', 'steve', 'miller', 'band', 'live', '$', '35', 'spacey', '5']"
1977,29,34,"['dont', 'make', 'wrong', 'seem', 'future', 'is', 'really', 'lost', 'my', 'head', 'you', 'got', 'to', 'stop', 'believing', 'there', 'little', 'love', 'left', 'even', 'so', 'lord', 'knows', 'this', 'far', 'stay', 'way', '?', 'angel', 'dreamer', 'who', 'sometimes', 'plays', 'fool']"
1977,30,81,"['down', 'jamaica', 'lots', 'of', 'pretty', 'women', 'steal', 'money', 'then', 'break', 'lonesome', 'sue', 'love', 'with', 'sam', 'take', 'him', 'fire', 'into', 'frying', 'pan', 'poor', 'jimmy', 'sits', 'alone', 'moonlight', 'saw', 'his', 'kiss', 'another', 'takes', 'a', 'ladder', 'steals', 'stars', 'sky', 'puts', 'sinatra', 'starts', 'to', 'cry', 'bridge', 'first', 'is', 'last', 'can', 'make', 'bad', 'if', 'know', 'show', 'hold', 'tight', 'let', 'her', 'say', 'goodnight', 'sun', 'shoulders', 'toes', 'sand', 'left', 'me', 'for', 'some', 'other', 'aw', 'care', 'll', 'dream', 'stay', 'tan', 'toss', 'up', 'see', 'where', 'lands', 'keep', 'smile', 'dying', '4']"
1977,31,51,"['would', 'climb', 'any', 'mountain', 'sail', 'across', 'stormy', 'sea', 'if', 'what', 'takes', 'baby', 'show', 'how', 'much', 'mean', 'guess', 'just', 'world', 'have', 'waited', 'lifetime', 'spent', 'so', 'foolishly', 'but', 'now', 'found', 'together', 'll', 'make', 'history', 'refrain', 'must', 'be', 'eyes', 'can', 'did', 'before', 'opened', 'will', 'foreigner', 'live', '$', '17', 'oh', 'wo', 'open', '?', 'yeah', '5']"
1977,32,54,"['couldnt', 'time', 'was', 'drifting', 'this', 'rocker', 'roll', 'hit', 'road', 'getaway', 'restless', 'feeling', 'really', 'hold', 'started', 'searching', 'better', 'la', 'fever', 'feel', 'alright', 'must', 'admit', 'best', 'getting', 'down', 'deep', 'have', 'drowned', 'now', 'ca', 'back', 'used', 'be', 'instrumental', 'bridge', 'new', 'york', 'city', 'with', 'tide', 'nearly', 'died', 'from', 'hospitality', 'left', 'stranded', 'away', 'pride', 'just', 'another', 'account', 'fatality', '2']"
1977,33,56,"['sounds', 'funny', 'but', 'ca', 'nt', 'stand', 'pain', 'leaving', 'tomorrow', 'seems', 'done', 'all', 'can', 'begged', 'stole', 'and', 'borrowed', 'in', 'world', 'would', 'anybody', 'put', 'chains', 'on', '?', 'paid', 'my', 'dues', 'make', 'everybody', 'wants', 'what', 'they', 'want', 'not', 'happy', 'when', 'try', 'fake', 'no', 'bridge', 'so', 'things', 'do', 'are', 'right', 'oh', 'babe', 'guitar', 'solo', 'whoo', 'commodores', 'live', '$', '73', '7']"
1977,34,37,"['sun', 'goes', 'down', 'on', 'a', 'silky', 'day', 'quarter', 'moon', 'walking', 'through', 'milky', 'no', 'use', 'talking', 'when', 'shadows', 'fall', 'nightbird', 'calling', 'he', 'says', 'all', 'tell', 'that', 'my', 'mama', 'always', 'said', 'should', 'cruel', 'kind', 'bad', 'if', 'nt', 'mind', '1']"
1977,35,61,"['ive', 'nothing', 'particularly', 'wrong', 'feeling', 'feel', 'inside', 'woke', 'up', 'early', 'morning', 'was', 'staring', 'straight', 'eyes', 'touch', 'resist', 'touched', 'thousand', 'times', 'think', 'tender', 'kiss', 'ah', 'then', 'start', 'unwind', 'arms', 'caressing', 'gentle', 'tenderly', 'from', 'sunrise', 'sunset', 'all', 'through', 'day', 'been', 'waiting', 'return', 'where', 'll', 'world', 'learned', 'only', 'bridge', 'have', 'made', 'so', 'very', 'happy', 'yes', 'hear', 'ya', 'one', 'more', 'time', 'way', 'paradise', 'twice', 'thing']"
1977,36,86,"['feelin', 'play', 'song', 'funky', 'kart', 'mozart', 'checkin', 'out', 'weather', 'chart', 'see', 'safe', 'outside', 'little', 'early', 'pearly', 'came', 'curly', 'wurly', 'breakdown', 'instrumental', '0254', '0409', 'guitar', 'bridge', 'always', 'look', 'eyes', 'sun', 'piano', 'brimstone', 'baritone', 'anticyclone', 'rolling', 'stone', 'preacher', 'from', 'east', 'says', 'dethrone', 'dictaphone', 'hit', 'funny', 'bone', 'they', 'expect', 'least', 'new', 'mown', 'chaperone', 'standin', 'corner', 'watchin', 'young', 'girls', 'dance', 'fresh', 'sown', 'moonstone', 'messin', 'frozen', 'zone', 'reminding', 'him', 'romance', 'counter', 'feeling', 'now', 'scott', 'slingshot', 'finally', 'found', 'tender', 'spot', 'throws', 'lover', 'sand', 'bloodshot', 'forget', 'daddy', 'within', 'earshot', 'save', 'buckshot', 'band', '25']"
1977,37,64,"['are', 'looking', 'just', 'same', 'did', 'last', 'time', 'touched', 'here', 'am', 'getting', 'tangled', 'up', 'inside', 'do', 'him', 'much', 'her', 'will', 'that', 'be', 'strong', 'when', 'old', 'feelings', 'start', 'stir', 's', 'strange', 'playing', 'hide', 'seek', 'with', 'hearts', 'always', 'hurting', 're', 'fools', 'standing', 'enough', 'touch', 'burning', 'memories', 'if', 'hold', 'for', 'sake', 'times', 'us', 'lose', 'our', 'minds', 'ever', 'let', 'go', 'no', 'oh', 'see', 'barry', 'manilow', 'live', '$', '41', 'babe']"
1977,38,20,"['bridge', 'thinking', 'how', 'whenever', 'next', 'good', 'know', '?', 'from', 'head', 'toe', 'all', 'and', 'refrain', 'listen', 'driving', 'crazy', 'oo', 'ooh', '2']"
1977,39,30,"['mmm', 'want', 'freedom', 'well', 'am', 'down', 'right', 'that', 'should', 'play', 'way', 'feel', 'but', 'listen', 'carefully', 'sound', 'bridge', 'see', 'crystal', 'my', 'myself', 'me', 'wants', 'wrap', 'around', 'have', 'any', 'd', 'sell', '84']"
1977,40,55,"['starin', 'into', 'space', 'awhile', 'people', 'are', 'all', 'place', 'but', 'should', 'worry', 'about', 'things', 'ca', 'control', 'night', 'is', 'young', 'she', 'herself', 'go', 'some', 'fun', 'a', 'good', 'time', 'your', 'mouth', 'poked', 'out', 'just', 'sweet', 'be', 'life', 'music', 'runnin', 'hot', 'bridge', 'jackie', 'pretty', 've', 'been', 'watchin', 'wipe', 'away', 'that', 'frown', 'together', 'whole', 'to', 'say', 'again', 'interlude', 'ooh', '2']"
1977,41,1,['1']
1977,42,24,"['im', 'cry', 'laugh', 'know', 'yes', 'pretend', 'make', 'feel', 'any', 'more', 'than', 'singing', 'yeah', 'come', 'so', 'far', 'think', 'of', 'last', 'fall', 'buy', 'what', 'made', 'oh']"
1977,43,82,"['toledo', 'across', 'depot', 'stool', 'took', 'off', 'ring', 'get', 'closer', 'so', 'over', 'down', 'asked', 'name', 'drinks', 'hit', 'no', 'quitter', 'quit', 'living', 'dreams', 'laughter', 'here', 'ever', 'whatever', 'other', 'life', 'brings', 'mirror', 'saw', 'closely', 'watched', 'out', 'place', 'who', 'there', 'beside', 'strange', 'face', 'hands', 'were', 'calloused', 'like', 'mountain', 'minute', 'dead', 'started', 'shaking', 'heart', 'breaking', 'turned', 'left', 'us', 'ordered', 'more', 'whiskey', 'made', 'small', 'lights', 'rented', 'hotel', 'we', 'without', 'talking', 'at', 'all', 'beauty', 'must', 'have', 'lost', 'my', 'mind', 'could', 'hold', 'cause', 'words', 'that', 'told', 'kept', 'coming', 'back', '1']"
1977,44,37,"['broken', 'hearts', 'fallen', 'river', 'lonely', 'souls', 'drifted', 'out', 'sea', 'lay', 'bets', 'pay', 'price', 'communication', 'problem', 'number', 'hand', 'on', 'phone', 'weather', 'turned', 'lines', 'are', 'down', '{', 'bridge', '}', 'would', 'surely', 'help', 'situation', 'agree', 'but', 'after', 'it', 'just', '5']"
1977,45,24,"['met', 'on', 'a', 'monday', 'someboy', 'told', 'me', 'that', 'knew', 'what', 'thinkin', 'quiet', 'but', 'well', 'picked', 'up', 'at', 'seven', 'someday', 'soon', 'm', 'gon', 'na', 'll']"
1977,46,41,"['girls', 'gather', 'round', 'listen', 'what', 'putting', 'down', 'not', 'kind', 'use', 'pencil', 'or', 'rule', 'with', 'love', 'and', 'no', 'fool', 'if', 'heart', 'should', 'need', 'repair', 'then', 'am', 'whisper', 'sweet', 'things', 'you', 'tell', 'all', 'friends', 'on', 'oh', 'now', 'james', 'taylor', 'live', '$', '41', '1']"
1977,47,40,"['whom', 'may', 'concern', 'shows', 'were', 'over', 'back', 'home', 'opened', 'up', 'door', 'alone', 'helped', 'with', 'suitcase', 'stands', 'eyes', 'driving', 'airport', 'friendly', 'skies', 'going', 'through', 'security', 'held', 'her', 'for', 'so', 'long', 'finally', 'looked', 'at', 'in', 'love', 'was', 'gone', 'guitar', 'solo', 'lesson', 'learned']"
1977,48,27,"['sometimes', 'asleep', 'm', 'starin', 'at', 'ceiling', 'reach', 'out', 'touch', 'go', 'on', 'dreamin', 'if', 'could', 'sweetheart', 'super', 'popcorn', 'see', 'alice', 'cooper', 'live', '$', '41', 'like', 'hold', 'of', 'baby']"
1977,49,40,"['it', 'late', 'at', 'night', 'alone', 'on', 'radio', 'comin', 'gon', 'na', 'telephone', 'down', 'flow', 'are', 'shadows', 'across', 'wall', 'playin', 'soft', 'rest', 'far', 'away', 'small', 'let', 'go', 'as', 'dance', 'dark', 'much', 'love', 'this', 'heart', 'mine', 'whisper', 'tight', 'thought', 'd', 'find', 'now', '1']"
1977,50,61,"['born', '1951', 'with', 'slap', 'hand', 'landed', 'as', 'an', 'father', 'just', 'dress', 'send', '53', 'brought', 'told', 'must', 'attend', 'needs', 'so', 'much', 'younger', 'than', 'ran', 'down', 'hall', 'cried', 'could', 'parents', 'have', 'lied', '?', 'when', 'thought', 'one', 'bridge', 'mama', 'papa', 'i', 'm', 'pushing', 'through', 'left', 'home', 'winter', '1969', 'hoped', 'find', 'all', 'love', 'lost', 'that', 'earlier', 'time', 'grew', 'married', 'man', 'gave', 'dressed', 'sent', 'taught', '1']"
1977,51,107,"['looking', 'when', 'little', 'nappy', 'headed', 'then', 'only', 'worry', 'christmas', 'what', 'be', 'toy', 'even', 'though', 'sometimes', 'get', 'happy', 'joy', 'day', 'sneaking', 'hang', 'hoodlum', 'friends', 'mine', 'greeted', 'at', 'thought', 'told', 'outside', 'tryin', 'best', 'water', 'eyes', 'thinking', 'might', 'stop', 'her', 'from', 'whoopin', 'behind', 'cause', 'love', 'them', 'so', 'brother', 'said', 'he', 'telling', 'bout', 'playin', 'doctor', 'girl', 'just', 'do', 'tell', 'll', 'give', 'anything', 'want', 'in', 'this', 'whole', 'wide', 'world', 'mama', 'gives', 'money', 'sunday', 'school', 'trade', 'yours', 'candy', 'after', 'church', 'is', 'through', 'smokin', 'cigarettes', 'writing', 'something', 'wall', 'teacher', 'sends', 'principal', 'office', 'down', 'hall', 'grow', 'up', 'learn', 'kind', 'ai', 'right', 'but', 'while', 'doing', 'sure', 'felt', 'outta', 'sight', 'see', 'stevie', 'wonder', 'live', '$', '56', '6']"
1977,52,35,"['dont', 'lindsey', 'wake', 'up', 'wan', 'na', 'open', 'eyes', 'at', 'day', 'in', 'different', 'way', 'why', 'times', 'come', 've', 'done', '?', 'life', 'was', 'bad', 'what', 'will', 'all', 'want', 'is', 'know', 'believe', 'true', 'never', 'meant', 'any', 'harm', '9']"
1977,53,70,"['this', 'ai', 'end', 'saw', 'again', 'today', 'had', 'turn', 'heart', 'away', 'smile', 'like', 'sun', 'kisses', 'everyone', 'tales', 'never', 'fails', 'lying', 'low', 'in', 'weeds', 'bet', 'ambush', 'd', 'have', 'on', 'knees', 'would', 'instrumental', 'over', 'time', 'we', 'were', 'trying', 'free', 'met', 'uh', 'huh', 'right', 'wrong', 'selling', 'song', 'name', 'whisper', 'game', 'if', 'ooh', 'said', 'dive', 'deep', 'save', 'head', 'think', 'got', 'blues', 'too', 'night', 'next', 'swam', 'without', 'looking', 'made', 'western', 'pools', 'fools', 'guitar', 'solo', 'barra', '15']"
1977,54,85,"['23', 'hello', 'love', 'heard', 'kiss', 'red', 'magic', 'satin', 'playing', 'near', 'too', 'all', 'morning', 'rain', 'gaze', 'sun', 'does', 'shine', 'rainbows', 'waterfalls', 'run', 'mind', 'garden', 'west', 'purple', 'shower', 'bells', 'tea', 'orange', 'birds', 'river', 'cousins', 'dressed', 'green', 'pretty', 'hear', 'so', 'happy', 'loud', 'flowers', 'echo', 'cherry', 'cloud', 'bridge', 'feel', 'sunshine', 'sparkle', 'pink', 'playgrounds', 'will', 'laugh', 'tried', 'to', 'ask', 'or', 'arrive', 'do', 'me', 'gon', 'na', 'be', 'baby', 'free', 'flyin', 'her', 'arms', 'over', 'sea', 'stained', 'window', 'yellow', 'candy', 'screen', 'speakers', 'of', 'kites', 'velvet', 'roses', 'digging', 'freedom', 'flight', 'interlude', 'guitar', 'solo', '1']"
1977,55,103,"['bob', 'seger', 'silver', 'bullet', 'band', 'tribute', 'little', 'too', 'tall', 've', 'few', 'pounds', 'tight', 'pants', 'hardly', 'reknown', 'black', 'haired', 'beauty', 'big', 'dark', 'eyes', 'all', 'own', 'sitting', 'firm', 'past', 'cornfields', 'where', 'got', 'heavy', 'back', 'seat', 'my', '60', 'chevy', 'mysteries', 'without', 'any', 'clues', 'make', 'front', 'page', 'drive', 'news', 'sweet', 'love', 'no', 'searchin', 'for', 'pie', 'sky', 'summit', 'young', 'restless', 'bored', 'livin', 'by', 'sword', 'd', 'steal', 'away', 'every', 'chance', 'backroom', 'alley', 'or', 'trusty', 'me', 'but', 'neither', 'one', 'cared', 'gettin', 'share', 'awkward', 'teenage', 'blues', 'wonder', 'felt', 'lightning', 'awoke', 'last', 'sound', 'off', 'sat', 'wondered', 'started', 'humming', 'song', '1962', 'ai', 'funny', 'when', 'you', 'do', 'seem', 'have', 'as', 'much', 'strange', 'autumn', 'closing']"
1977,56,20,"['youre', 'breath', 'take', 'move', 'make', 'other', 'see', 'stars', 'up', 'skies', 'but', 'they', 'shine', 'within', 'as', 'trees', 'sun', 'above', 'arms', 'out']"
1977,57,90,"['ai', 'with', 'enough', 'boots', 'old', 'we', 've', 'together', 'now', 'they', 'both', 'soled', 'settle', 'good', 'me', 'head', 'line', 'man', 'who', 'likes', 'away', 'like', 'start', 'dreaming', 'bout', 'tomorrow', 'today', 'said', 'even', 'though', 'where', 'duffel', 'bag', 'mine', 'go', 'flute', 'piano', 'guitar', 'solos', 'marshall', 'tucker', 'band', 'live', '$', '93', 'gon', 'na', 'leavin', 'at', 'break', 'dawn', 'wish', 'come', 'do', 'no', 'taggin', 'along', 'goin', 'sneak', 'out', 'door', 'stand', 'cry', 'stay', 'another', 'year', 'saw', 'teardrop', 'your', 'eye', 'damn', 'what', 'leave', 'behind', 'hardest', 'tried', 'off', 'mind', 'something', 'greener', 'other', 'side', 'hill', 'was', 'born', 'wrangler', 'rounder', 'guess', 'will', '4']"
1977,58,73,"['once', 'rose', 'above', 'noise', 'confusion', 'just', 'get', 'glimpse', 'beyond', 'this', 'illusion', 'soaring', 'ever', 'higher', 'flew', 'too', 'high', 'eyes', 'blind', 'mind', 'think', 'mad', 'dreaming', 'can', 'them', 'masquerading', 'as', 'with', 'reason', 'charade', 'is', 'event', 'season', 'if', 'claim', 'wise', 'well', 'it', 'means', 'that', 'know', 'stormy', 'sea', 'moving', 'emotion', 'tossed', 'about', 'like', 'ship', 'ocean', 'set', 'course', 'winds', 'fortune', 'kansas', 'live', '$', '51', 'bridge', 'will', 'always', 'remember', 'nothing', 'equals', 'splendor', 'now', 'life', 's', 'longer', 'empty', 'heaven', 'waits', '76']"
1977,59,79,"['sounds', 'familiar', 'great', 'expectations', 'watching', 'meet', 'all', 'seem', 'know', 'even', 'old', 'friends', 'treat', 'something', 'let', 'them', 'down', 'look', 'eyes', 'music', 'begins', 'play', 'hopeless', 'romantics', 'here', 'we', 'go', 'again', 'while', 'lookin', 'other', 'way', 'those', 'restless', 'hearts', 'that', 'mend', 'she', 'love', 'when', 'not', 'bridge', 'many', 'things', 'should', 'have', 'told', 'willing', 'tears', 'shoulder', 'remind', 'does', 'really', 'matter', 'which', 'side', 'away', 'behind', 'forget', 'til', 'somebody', 'comes', 'along', 'where', 've', 'been', 'him', 'he', 'holding', 'another', 'bout', 'ah', 'started', 'see', 'eagles', 'live', '$', '102', '3']"
1977,60,32,"['has', 'sleep', 'one', 'of', 'these', 'mornin', 'believe', 'in', 'fairytales', 'survive', 'when', 'all', 'else', 'fails', 'knew', 'what', 'had', 'somehow', 'put', 'out', 'light', 'and', 'close', 'your', 'eyes', 'come', 'lie', 'beside', 'ask', 'why', 'baby', 'cry']"
1977,61,32,"['wrote', 'yesterday', 'hope', 'hear', 'what', 'words', 'music', 'have', 'say', 's', 'hard', 'explain', 'everything', 'feelin', 'seem', 'go', 'dry', 'much', 'sound', 'of', 'voice', 'get', 'high', 'into', 'yes', 'hmm', 'see', 'engelbert', 'humperdinck', 'live', '$', '29']"
1977,62,69,"['leavin', 'road', 'along', 'this', 'plane', 'thinkin', 'about', 'love', 'light', 'seems', 'so', 'like', 'done', 'somebody', 'tryin', 'be', 'movin', 'friends', 'at', 'people', 'trusted', 'way', 'rich', 'busted', 'heart', 'calling', 'backwards', 'as', '707', 'high', 'tears', 'eyes', 'through', 'hell', 'heaven', 'touchin', 'new', 'england', 'town', 'heat', 'comin', 'keep', 'keepin', 'wheel', 'spinnin', 'around', 'm', 'with', 'some', 'hesitation', 'can', 'surely', 'want', 'caught', 'up', 'any', 'of', 'funky', 'shit', 'city', 'steve', 'miller', 'band', 'live', '$', '35', 'there', 'belong', '3']"
1977,63,64,"['been', 'this', 'blue', 'knew', 'of', 'a', 'heartache', 'but', 'then', 'again', 've', 'lost', 'love', 'before', 'somewhere', 'road', 'maybe', 'these', 'years', 'will', 'find', 'some', 'think', 'about', 'now', 'live', 'em', 'out', 'anymore', 'lasted', 'long', 'much', 'many', 'believe', 'could', 'throw', 'away', 'sometimes', 'late', 'night', 'when', 'there', 'nothing', 'here', 'except', 'old', 'piano', 'd', 'almost', 'give', 'hands', 'to', 'make', 'see', 'way', ';', 'got', 'me', 'on', 'knees', 'for', 'ya', 'mama', 'don']"
1977,64,59,"['babe', 're', 'getting', 'closer', 'lights', 'are', 'going', 'dim', 'sound', 'breathing', 'has', 'made', 'mood', 'm', 'all', 'resistance', 'lying', 'floor', 'taking', 'to', 'places', 've', 'never', 'been', 'before', 'head', 'spinning', 'got', 'spell', 'hundred', 'magic', 'fingers', 'whirling', 'carousel', 'medicine', 'within', 'no', 'doctor', 'could', 'prescribe', 'love', 'doing', 'something', 'that', 'just', 'ca', 'nt', 'describe', 'break', 'hold', 'again', 'tight', 'as', 'need', 'so', 'baby', 'let', 's', 'go']"
